es,feelthebern,FALSE,'4750916717,'712813618337824768,3/24/16 01:29,1, , , , , ,RT @michaelallenmar: SIGN PETITION INVESTIGATE ELECTION FRAUD ARIZONA::: https://t.co/x6BJ5kdYIU   #feelthebern #berniesanders #ofthepeopleäó_,1
es,as,FALSE,'237177347,'712813506131722240,3/24/16 01:29,-1, , , , , ,RT @michaelallenmar: SIGN PETITION INVESTIGATE ELECTION FRAUD ARIZONA::: https://t.co/x6BJ5kdYIU   #feelthebern #berniesanders #ofthepeopleäó_,2
es,das,FALSE,'2563494228,'712813352909713408,3/24/16 01:28,-1, , , , , ,RT @adrifadi: ŒËCuíçl es la DICTADURA? @yoanisanchez que entra y sale de #CUBA  O @Snowden que no puede regresar a #EUA #FeelTheBern https://äó_,-1
es,vds,FALSE,'153857450,'712813341224382465,3/24/16 01:28,-1, , , , , ,RT @adrifadi: ŒËCuíçl es la DICTADURA? @yoanisanchez que entra y sale de #CUBA  O @Snowden que no puede regresar a #EUA #FeelTheBern https://äó_,2
es,vfd,FALSE,'142912526,'712813316012437506,3/24/16 01:28,1, , , , , ,RT @adrifadi: ŒËCuíçl es la DICTADURA? @yoanisanchez que entra y sale de #CUBA  O @Snowden que no puede regresar a #EUA #FeelTheBern https://äó_,1
es,afsf,FALSE,'32272478,'712812813044072451,3/24/16 01:26,1, , , , , ,RT @JustinCaouette: Political humor #MakeAmericaGreatAgain #FeelTheBern #Trump2016 #Hillary2016 #Bernie2016 #philosophy #facepalm https://täó_,1
es,erw,FALSE,'614793729,'712812743380828162,3/24/16 01:26,-1, , , , , ,RT @adrifadi: ŒËCuíçl es la DICTADURA? @yoanisanchez que entra y sale de #CUBA  O @Snowden que no puede regresar a #EUA #FeelTheBern https://äó_,-1
es,ewrwr,FALSE,'1287288865,'712812367759978496,3/24/16 01:24,1, , , , , ,RT @adrifadi: ŒËCuíçl es la DICTADURA? @yoanisanchez que entra y sale de #CUBA  O @Snowden que no puede regresar a #EUA #FeelTheBern https://äó_,1
es,vdssd,FALSE,'246676385,'712812130295123968,3/24/16 01:23,-1, , , , , ,RT @adrifadi: ŒËCuíçl es la DICTADURA? @yoanisanchez que entra y sale de #CUBA  O @Snowden que no puede regresar a #EUA #FeelTheBern https://äó_,2
es,tyrty,FALSE,'3984119896,'712812060531376129,3/24/16 01:23,-1, , , , , ,RT @adrifadi: ŒËCuíçl es la DICTADURA? @yoanisanchez que entra y sale de #CUBA  O @Snowden que no puede regresar a #EUA #FeelTheBern https://äó_,2
